,Paths,Angle
257,2024-06-21 00-29-33_258.png,1.5259254737998596e-05
258,2024-06-21 00-29-33_259.png,0.0
259,2024-06-21 00-29-34_260.png,0.0
260,2024-06-21 00-29-35_261.png,0.0
261,2024-06-21 00-29-35_262.png,-0.003906369212927641
262,2024-06-21 00-29-36_263.png,-0.007812738425855281
263,2024-06-21 00-29-36_264.png,-0.06250190740684225
264,2024-06-21 00-29-37_265.png,0.2381054109317301
265,2024-06-21 00-29-37_266.png,-0.41798150578325755
266,2024-06-21 00-29-38_267.png,0.03968932157353435
267,2024-06-21 00-29-38_268.png,0.0
268,2024-06-21 00-29-39_269.png,0.0793786431470687
269,2024-06-21 00-29-39_270.png,0.14683980834376048
270,2024-06-21 00-29-40_271.png,0.0
271,2024-06-21 00-29-40_272.png,0.4404736472670675
272,2024-06-21 00-29-41_273.png,-0.07422101504562517
273,2024-06-21 00-29-42_274.png,0.0
274,2024-06-21 00-29-42_275.png,-0.5
275,2024-06-21 00-29-43_276.png,0.0
276,2024-06-21 00-29-43_277.png,0.0
277,2024-06-21 00-29-44_278.png,0.027787102877895445
278,2024-06-21 00-29-44_279.png,0.17461165196691794
279,2024-06-21 00-29-45_280.png,0.0
280,2024-06-21 00-29-45_281.png,0.0
281,2024-06-21 00-29-46_282.png,-0.011719107638782922
282,2024-06-21 00-29-46_283.png,0.0
283,2024-06-21 00-29-47_284.png,0.0
284,2024-06-21 00-29-47_285.png,0.0
285,2024-06-21 00-29-48_286.png,0.0
286,2024-06-21 00-29-48_287.png,0.0
287,2024-06-21 00-29-49_288.png,0.0
288,2024-06-21 00-29-50_289.png,0.0
289,2024-06-21 00-29-50_290.png,0.0
290,2024-06-21 00-29-51_291.png,0.003982665486617634
291,2024-06-21 00-29-51_292.png,-0.039063692129276406
292,2024-06-21 00-29-52_293.png,0.0
293,2024-06-21 00-29-52_294.png,0.0
294,2024-06-21 00-29-53_295.png,0.0
295,2024-06-21 00-29-53_296.png,0.0
296,2024-06-21 00-29-54_297.png,0.0
297,2024-06-21 00-29-54_298.png,0.0
298,2024-06-21 00-29-55_299.png,0.0
299,2024-06-21 00-29-55_300.png,0.0
300,2024-06-21 00-29-56_301.png,-0.031250953703421125
301,2024-06-21 00-29-56_302.png,-0.019531846064638203
302,2024-06-21 00-29-57_303.png,0.0
303,2024-06-21 00-29-57_304.png,-0.05468916898098697
304,2024-06-21 00-29-58_305.png,-0.08203375347148045
305,2024-06-21 00-29-59_306.png,-0.08984649189733573
306,2024-06-21 00-29-59_307.png,-0.09375286111026337
307,2024-06-21 00-30-00_308.png,-0.10937833796197394
308,2024-06-21 00-30-00_309.png,-0.07812738425855281
309,2024-06-21 00-30-01_310.png,0.0
310,2024-06-21 00-30-01_311.png,-0.039063692129276406
311,2024-06-21 00-30-02_312.png,-0.06250190740684225
312,2024-06-21 00-30-02_313.png,-0.06250190740684225
313,2024-06-21 00-30-03_314.png,-0.05468916898098697
314,2024-06-21 00-30-03_315.png,0.0
315,2024-06-21 00-30-04_316.png,0.0
316,2024-06-21 00-30-05_317.png,0.0
317,2024-06-21 00-30-05_318.png,0.0
318,2024-06-21 00-30-06_319.png,0.0
319,2024-06-21 00-30-06_320.png,-0.18750572222052675
320,2024-06-21 00-30-07_321.png,-0.16797387615588855
321,2024-06-21 00-30-07_322.png,-0.11719107638782922
322,2024-06-21 00-30-08_323.png,-0.09375286111026337
323,2024-06-21 00-30-08_324.png,-0.1054719687490463
324,2024-06-21 00-30-09_325.png,-0.07422101504562517
325,2024-06-21 00-30-09_326.png,-0.07422101504562517
326,2024-06-21 00-30-10_327.png,-0.027344584490493484
327,2024-06-21 00-30-10_328.png,0.0
328,2024-06-21 00-30-11_329.png,-0.003906369212927641
329,2024-06-21 00-30-12_330.png,0.0
330,2024-06-21 00-30-12_331.png,0.0
331,2024-06-21 00-30-13_332.png,-0.031250953703421125
332,2024-06-21 00-30-13_333.png,0.015884884182256538
333,2024-06-21 00-30-14_334.png,0.0
334,2024-06-21 00-30-14_335.png,0.0
335,2024-06-21 00-30-15_336.png,0.0
336,2024-06-21 00-30-15_337.png,-0.05859553819391461
337,2024-06-21 00-30-16_338.png,0.0
338,2024-06-21 00-30-16_339.png,0.0
339,2024-06-21 00-30-17_340.png,0.0
340,2024-06-21 00-30-17_341.png,0.0
341,2024-06-21 00-30-18_342.png,0.0
342,2024-06-21 00-30-19_343.png,0.0
343,2024-06-21 00-30-19_344.png,0.0
344,2024-06-21 00-30-20_345.png,0.0
345,2024-06-21 00-30-20_346.png,0.0
346,2024-06-21 00-30-21_347.png,0.0
347,2024-06-21 00-30-21_348.png,0.0
348,2024-06-21 00-30-22_349.png,0.15080721457564011
349,2024-06-21 00-30-22_350.png,0.07144383068330942
350,2024-06-21 00-30-23_351.png,0.0
351,2024-06-21 00-30-23_352.png,0.019852290414136175
352,2024-06-21 00-30-24_353.png,0.0793786431470687
353,2024-06-21 00-30-24_354.png,0.1031830805383465
354,2024-06-21 00-30-25_355.png,0.24207281716360973
355,2024-06-21 00-30-25_356.png,0.14683980834376048
356,2024-06-21 00-30-26_357.png,0.18651387066255684
357,2024-06-21 00-30-26_358.png,0.08731345561082797
358,2024-06-21 00-30-27_359.png,0.12302011169774468
359,2024-06-21 00-30-28_360.png,-0.07812738425855281
360,2024-06-21 00-30-28_361.png,0.09921567430646687
361,2024-06-21 00-30-29_362.png,0.0
362,2024-06-21 00-30-29_363.png,0.0
363,2024-06-21 00-30-30_364.png,0.11111789300210578
364,2024-06-21 00-30-30_365.png,0.0
365,2024-06-21 00-30-31_366.png,0.30000000000000004
366,2024-06-21 00-30-31_367.png,0.0
367,2024-06-21 00-30-32_368.png,0.0
368,2024-06-21 00-30-32_369.png,-0.06250190740684225
369,2024-06-21 00-30-33_370.png,-0.1054719687490463
370,2024-06-21 00-30-33_371.png,-0.15234839930417798
371,2024-06-21 00-30-34_372.png,-0.16797387615588855
372,2024-06-21 00-30-35_373.png,0.0
373,2024-06-21 00-30-35_374.png,-0.023438215277565844
374,2024-06-21 00-30-36_375.png,-0.039063692129276406
375,2024-06-21 00-30-36_376.png,-0.07031464583269753
376,2024-06-21 00-30-37_377.png,-0.06640827661976989
377,2024-06-21 00-30-37_378.png,-0.003906369212927641
378,2024-06-21 00-30-38_379.png,-0.011719107638782922
379,2024-06-21 00-30-38_380.png,-0.1054719687490463
380,2024-06-21 00-30-39_381.png,-0.05468916898098697
381,2024-06-21 00-30-39_382.png,-0.09765923032319102
382,2024-06-21 00-30-40_383.png,-0.07812738425855281
383,2024-06-21 00-30-40_384.png,-0.06250190740684225
384,2024-06-21 00-30-41_385.png,-0.08203375347148045
385,2024-06-21 00-30-42_386.png,-0.05468916898098697
386,2024-06-21 00-30-42_387.png,-0.08984649189733573
387,2024-06-21 00-30-43_388.png,-0.0859401226844081
388,2024-06-21 00-30-43_389.png,-0.08203375347148045
389,2024-06-21 00-30-44_390.png,-0.08203375347148045
390,2024-06-21 00-30-44_391.png,-0.015625476851710562
391,2024-06-21 00-30-45_392.png,0.0
392,2024-06-21 00-30-45_393.png,-0.031250953703421125
393,2024-06-21 00-30-46_394.png,-0.06250190740684225
394,2024-06-21 00-30-46_395.png,-0.0859401226844081
395,2024-06-21 00-30-47_396.png,-0.019531846064638203
396,2024-06-21 00-30-47_397.png,-0.039063692129276406
397,2024-06-21 00-30-48_398.png,-0.08203375347148045
398,2024-06-21 00-30-48_399.png,-0.09375286111026337
399,2024-06-21 00-30-49_400.png,-0.10156559953611866
400,2024-06-21 00-30-49_401.png,-0.0859401226844081
401,2024-06-21 00-30-50_402.png,-0.05859553819391461
402,2024-06-21 00-30-51_403.png,-0.035157322916348765
403,2024-06-21 00-30-51_404.png,-0.035157322916348765
404,2024-06-21 00-30-52_405.png,-0.09765923032319102
405,2024-06-21 00-30-52_406.png,-0.09375286111026337
406,2024-06-21 00-30-53_407.png,-0.08984649189733573
407,2024-06-21 00-30-53_408.png,-0.06640827661976989
408,2024-06-21 00-30-54_409.png,-0.031250953703421125
409,2024-06-21 00-30-54_410.png,-0.027344584490493484
410,2024-06-21 00-30-55_411.png,-0.027344584490493484
411,2024-06-21 00-30-55_412.png,-0.08203375347148045
412,2024-06-21 00-30-56_413.png,-0.07031464583269753
413,2024-06-21 00-30-56_414.png,-0.12109744560075686
414,2024-06-21 00-30-57_415.png,-0.08203375347148045
415,2024-06-21 00-30-58_416.png,-0.04687643055513169
416,2024-06-21 00-30-58_417.png,-0.027344584490493484
417,2024-06-21 00-30-59_418.png,-0.07812738425855281
418,2024-06-21 00-30-59_419.png,-0.039063692129276406
419,2024-06-21 00-31-00_420.png,0.0
420,2024-06-21 00-31-00_421.png,-0.05078279976805933
421,2024-06-21 00-31-01_422.png,-0.05078279976805933
422,2024-06-21 00-31-01_423.png,-0.05078279976805933
423,2024-06-21 00-31-02_424.png,0.0
424,2024-06-21 00-31-02_425.png,0.0
425,2024-06-21 00-31-03_426.png,0.0
426,2024-06-21 00-31-03_427.png,0.0
427,2024-06-21 00-31-04_428.png,0.0
428,2024-06-21 00-31-05_429.png,0.0
429,2024-06-21 00-31-05_430.png,0.0
430,2024-06-21 00-31-06_431.png,0.0
431,2024-06-21 00-31-06_432.png,0.0
432,2024-06-21 00-31-07_433.png,0.0
433,2024-06-21 00-31-07_434.png,0.0
434,2024-06-21 00-31-08_435.png,0.0
435,2024-06-21 00-31-08_436.png,0.0
436,2024-06-21 00-31-09_437.png,0.0
437,2024-06-21 00-31-09_438.png,0.0
438,2024-06-21 00-31-10_439.png,0.0
439,2024-06-21 00-31-10_440.png,0.0
440,2024-06-21 00-31-11_441.png,0.0
441,2024-06-21 00-31-11_442.png,0.0
442,2024-06-21 00-31-12_443.png,0.0
443,2024-06-21 00-31-12_444.png,0.0
444,2024-06-21 00-31-13_445.png,0.05160679952391125
445,2024-06-21 00-31-13_446.png,-0.19531846064638203
446,2024-06-21 00-31-14_447.png,0.09921567430646687
447,2024-06-21 00-31-15_448.png,0.08731345561082797
448,2024-06-21 00-31-15_449.png,0.15477462080751975
449,2024-06-21 00-31-16_450.png,0.5
450,2024-06-21 00-31-16_451.png,0.5
451,2024-06-21 00-31-17_452.png,0.05557420575579089
452,2024-06-21 00-31-17_453.png,0.5
453,2024-06-21 00-31-18_454.png,0.0
454,2024-06-21 00-31-18_455.png,0.0
455,2024-06-21 00-31-19_456.png,-0.007812738425855281
456,2024-06-21 00-31-19_457.png,0.0
457,2024-06-21 00-31-20_458.png,-0.007812738425855281
458,2024-06-21 00-31-20_459.png,-0.11719107638782922
459,2024-06-21 00-31-21_460.png,-0.09375286111026337
460,2024-06-21 00-31-21_461.png,-0.09375286111026337
461,2024-06-21 00-31-22_462.png,-0.10937833796197394
462,2024-06-21 00-31-23_463.png,-0.12891018402661214
463,2024-06-21 00-31-23_464.png,-0.09375286111026337
464,2024-06-21 00-31-24_465.png,-0.08984649189733573
465,2024-06-21 00-31-24_466.png,-0.07812738425855281
466,2024-06-21 00-31-25_467.png,-0.07031464583269753
467,2024-06-21 00-31-25_468.png,-0.07031464583269753
468,2024-06-21 00-31-26_469.png,-0.05078279976805933
469,2024-06-21 00-31-26_470.png,-0.015625476851710562
470,2024-06-21 00-31-27_471.png,-0.07031464583269753
471,2024-06-21 00-31-27_472.png,-0.07422101504562517
472,2024-06-21 00-31-28_473.png,0.0
473,2024-06-21 00-31-28_474.png,0.0
474,2024-06-21 00-31-29_475.png,0.0
475,2024-06-21 00-31-29_476.png,0.0
476,2024-06-21 00-31-30_477.png,-0.06640827661976989
477,2024-06-21 00-31-31_478.png,-0.08203375347148045
478,2024-06-21 00-31-31_479.png,-0.1054719687490463
479,2024-06-21 00-31-32_480.png,-0.10156559953611866
480,2024-06-21 00-31-32_481.png,-0.0859401226844081
481,2024-06-21 00-31-33_482.png,-0.06250190740684225
482,2024-06-21 00-31-33_483.png,-0.0859401226844081
483,2024-06-21 00-31-34_484.png,0.0
484,2024-06-21 00-31-34_485.png,0.07541123691518906
485,2024-06-21 00-31-35_486.png,0.0
486,2024-06-21 00-31-35_487.png,0.0
487,2024-06-21 00-31-36_488.png,0.0
488,2024-06-21 00-31-36_489.png,0.0
489,2024-06-21 00-31-37_490.png,0.0
490,2024-06-21 00-31-38_491.png,0.0
491,2024-06-21 00-31-38_492.png,0.0
492,2024-06-21 00-31-39_493.png,0.0
493,2024-06-21 00-31-39_494.png,0.0
494,2024-06-21 00-31-40_495.png,0.0
495,2024-06-21 00-31-40_496.png,0.0
496,2024-06-21 00-31-41_497.png,0.0
497,2024-06-21 00-31-41_498.png,0.0
498,2024-06-21 00-31-42_499.png,0.0
499,2024-06-21 00-31-42_500.png,0.0
500,2024-06-21 00-31-43_501.png,0.0
501,2024-06-21 00-31-43_502.png,0.0
502,2024-06-21 00-31-44_503.png,0.0
503,2024-06-21 00-31-44_504.png,0.0
504,2024-06-21 00-31-45_505.png,0.0
505,2024-06-21 00-31-46_506.png,0.0
506,2024-06-21 00-31-46_507.png,0.0
507,2024-06-21 00-31-47_508.png,-0.04297006134220405
508,2024-06-21 00-31-47_509.png,-0.05859553819391461
509,2024-06-21 00-31-48_510.png,-0.07031464583269753
510,2024-06-21 00-31-48_511.png,-0.06640827661976989
511,2024-06-21 00-31-49_512.png,-0.06640827661976989
512,2024-06-21 00-31-49_513.png,-0.05859553819391461
513,2024-06-21 00-31-50_514.png,-0.023438215277565844
514,2024-06-21 00-31-50_515.png,-0.035157322916348765
515,2024-06-21 00-31-51_516.png,-0.07031464583269753
516,2024-06-21 00-31-51_517.png,-0.07422101504562517
517,2024-06-21 00-31-52_518.png,-0.07422101504562517
518,2024-06-21 00-31-52_519.png,-0.08203375347148045
519,2024-06-21 00-31-53_520.png,-0.07031464583269753
520,2024-06-21 00-31-54_521.png,-0.003906369212927641
521,2024-06-21 00-31-54_522.png,-0.035157322916348765
522,2024-06-21 00-31-55_523.png,-0.1054719687490463
523,2024-06-21 00-31-55_524.png,-0.08203375347148045
524,2024-06-21 00-31-56_525.png,-0.08203375347148045
525,2024-06-21 00-31-56_526.png,-0.09375286111026337
526,2024-06-21 00-31-57_527.png,-0.08984649189733573
527,2024-06-21 00-31-57_528.png,0.0
528,2024-06-21 00-31-58_529.png,-0.023438215277565844
529,2024-06-21 00-31-58_530.png,-0.06250190740684225
530,2024-06-21 00-31-59_531.png,-0.07812738425855281
531,2024-06-21 00-31-59_532.png,-0.07031464583269753
532,2024-06-21 00-32-00_533.png,-0.06640827661976989
533,2024-06-21 00-32-00_534.png,0.0
534,2024-06-21 00-32-01_535.png,-0.023438215277565844
535,2024-06-21 00-32-02_536.png,-0.07422101504562517
536,2024-06-21 00-32-02_537.png,0.003982665486617634
537,2024-06-21 00-32-03_538.png,0.0
538,2024-06-21 00-32-03_539.png,0.0
539,2024-06-21 00-32-04_540.png,0.0
540,2024-06-21 00-32-04_541.png,0.0
541,2024-06-21 00-32-05_542.png,0.0
542,2024-06-21 00-32-05_543.png,0.0
543,2024-06-21 00-32-06_544.png,0.0
544,2024-06-21 00-32-06_545.png,0.0
545,2024-06-21 00-32-07_546.png,0.0
546,2024-06-21 00-32-07_547.png,0.0
